298 6 295
298 7 295
298 1 294
298 5 294
768 8 257
768 8 256
768 8 255
768 8 254
768 8 253
880 15 249
880 1 249
880 34 249
880 5 248
880 6 248
880 7 248
880 8 248
880 1 247
850 5 219
850 1 218
633 25 213
633 6 213
633 7 213
633 15 213
633 13 213
727 5 144
727 1 144
777 29 129
777 8 129
777 13 129
777 15 129
777 8 123
777 29 123
777 29 122
777 8 121
777 6 120
777 29 120
777 7 120
777 8 120
777 5 120
777 1 120
777 1 119
777 5 119
777 7 119
777 6 119
675 15 109
675 13 109
675 29 108
675 7 107
675 8 107
675 6 107
675 5 106
675 1 106
530 25 104
530 5 104
530 6 104
530 7 104
530 25 103
530 3 98
530 4 98
530 6 97
530 7 97
178 15 96
178 1 96
178 13 96
178 29 95
178 8 94
178 7 93
178 21 93
178 6 93
178 5 93
178 3 92
178 4 92
178 4 91
144 7 84
144 25 84
144 6 84
115 15 83
115 13 83
115 6 83
115 7 83
115 5 83
115 1 82
575 8 78
144 15 75
144 13 75
575 8 75
144 8 75
144 29 75
768 7 73
768 6 73
768 8 73
127 4 72
127 5 72
794 4 71
575 8 71
293 5 68
293 6 68
293 7 68
575 8 68
575 8 67
293 4 66
436 8 66
436 34 66
377 8 65
575 29 65
575 8 65
505 25 65
505 7 65
505 6 65
505 15 65
505 13 65
436 8 65
365 8 64
293 3 64
575 6 63
436 7 63
436 25 63
575 7 63
808 15 63
436 6 63
808 13 63
575 5 62
436 34 62
436 8 62
296 6 61
296 7 61
296 4 61
622 7 61
622 6 61
808 8 61
808 8 60
575 4 60
214 27 60
214 7 60
214 6 60
622 5 60
436 8 60
144 8 59
808 25 59
808 6 59
808 7 59
436 6 58
436 7 58
959 7 57
436 34 57
436 1 57
959 6 57
575 3 57
622 4 57
529 6 56
257 15 56
257 13 56
529 7 56
257 1 56
100 15 56
959 8 55
529 136 55
470 7 55
470 6 55
959 34 55
529 6 55
529 7 55
100 5 54
436 8 54
100 6 54
100 7 54
622 3 54
959 6 54
959 7 54
100 25 54
529 136 54
529 6 54
529 7 54
100 1 53
257 7 53
529 6 53
257 6 53
529 7 53
529 136 53
257 5 53
529 136 52
529 7 51
643 13 51
643 7 51
643 25 51
643 6 51
70 25 51
257 4 51
643 15 51
529 6 51
529 136 51
70 6 51
70 7 51
257 3 50
244 13 50
244 15 50
428 3 49
144 8 49
100 15 49
428 4 49
529 5 48
144 7 48
100 7 48
428 8 48
529 136 48
144 5 48
100 25 48
529 7 48
529 6 48
100 6 48
529 4 48
144 6 48
100 15 48
529 3 47
421 13 47
421 15 47
377 8 47
428 6 47
428 7 47
428 4 47
428 5 47
428 3 46
70 34 46
144 4 46
88 6 46
88 7 46
421 6 46
421 25 46
421 7 46
88 5 46
70 8 46
959 15 46
529 6 46
959 13 46
529 7 46
70 7 45
203 15 45
959 7 45
70 6 45
959 6 45
70 34 45
70 25 45
529 1 45
100 7 45
100 6 45
529 15 45
203 13 45
529 13 45
100 8 45
144 3 44
808 13 44
808 15 44
643 13 44
643 15 44
100 5 44
70 8 44
192 25 43
505 13 43
505 15 43
192 6 43
192 7 43
808 7 43
808 8 43
959 13 43
959 15 43
203 8 43
428 1 43
808 25 43
808 6 43
768 1 42
768 13 42
768 15 42
512 15 42
768 8 42
643 8 42
512 13 41
986 34 41
404 6 41
986 1 41
470 34 41
470 8 41
470 1 41
986 15 41
959 7 41
359 7 41
959 6 41
359 6 41
643 8 41
359 25 41
421 25 41
421 6 41
421 7 41
404 7 41
421 13 41
421 15 41
529 7 40
259 1 40
529 5 40
203 8 40
547 25 40
259 15 40
198 15 40
198 13 40
680 7 40
259 13 40
529 6 40
680 25 40
547 6 40
959 5 40
959 6 40
959 7 40
959 4 40
680 8 40
680 15 40
680 34 40
547 7 40
680 6 40
547 15 40
547 13 40
861 29 39
259 8 39
737 8 39
808 15 39
808 13 39
861 8 39
165 4 39
737 15 39
737 13 39
469 13 39
680 25 39
469 15 39
680 34 39
680 6 39
680 7 39
470 6 39
470 7 39
436 6 39
436 7 39
469 6 38
165 7 38
469 27 38
469 15 38
165 6 38
178 8 38
436 25 38
436 5 38
251 7 38
63 6 38
165 8 38
259 7 38
63 5 38
251 6 38
808 8 38
470 5 38
259 25 38
259 5 38
259 6 38
469 7 38
251 136 38
469 25 38
198 7 38
198 6 38
198 5 38
38 13 38
38 15 38
165 8 37
251 136 37
683 1 37
178 29 37
38 6 37
38 7 37
165 34 37
469 6 37
63 4 37
469 27 37
251 6 37
251 7 37
469 7 37
913 3 37
251 34 36
659 8 36
165 7 36
259 1 36
165 6 36
198 4 36
251 1 36
421 15 36
251 25 36
421 7 36
421 13 36
421 8 36
363 7 36
363 6 36
363 5 36
421 25 36
421 6 36
251 7 36
251 6 36
967 1 36
469 13 36
469 8 36
469 15 36
469 6 36
469 7 36
63 3 36
512 8 36
512 6 35
512 5 35
512 7 35
944 8 35
79 8 35
251 6 35
251 8 35
548 6 35
548 5 35
726 8 35
363 8 35
944 29 35
251 7 35
79 29 35
469 5 35
469 1 35
986 8 35
165 5 35
165 4 35
809 1 34
88 4 34
886 6 34
643 8 34
986 3 34
809 5 34
809 6 34
256 8 34
604 7 34
251 5 34
604 6 34
203 8 34
886 7 34
986 4 34
363 25 34
986 7 34
178 8 34
178 29 34
986 6 34
363 7 34
363 6 34
363 5 34
986 5 34
470 4 34
809 7 34
886 8 34
913 4 34
79 29 34
680 8 33
214 15 33
363 21 33
986 6 33
886 1 33
886 25 33
857 29 33
