33 10 22400
43 25 22397
24 29 22395
14 46 22393
12 30 22389
13 25 22387
30 18 22387
22 21 22383
12 36 22379
3 31 22376
36 29 22367
44 43 22367
30 15 22361
13 22 22360
47 22 22359
39 32 22359
32 5 22357
45 11 22356
6 37 22354
32 28 22354
21 15 22353
49 16 22353
14 36 22351
15 18 22347
33 47 22347
38 21 22346
25 10 22344
42 13 22341
16 14 22338
35 2 22338
23 35 22337
46 43 22336
9 14 22335
3 42 22334
25 39 22327
14 11 22326
47 43 22325
22 18 22324
1 12 22324
2 45 22324
6 42 22322
26 12 22322
41 44 22321
4 7 22320
25 36 22319
0 47 22319
37 44 22317
44 39 22316
32 47 22308
0 23 22300
49 31 22296
25 1 22296
49 39 22296
49 5 22295
24 9 22294
5 22 22294
12 37 22293
19 15 22293
48 7 22291
12 33 22287
4 24 22287
16 38 22283
39 13 22280
17 39 22277
45 31 22273
10 39 22268
36 4 22266
8 25 22264
47 8 22256
29 37 22255
39 27 22249
42 14 22247
8 43 22244
44 4 22241
24 39 22239
2 36 22238
43 47 22236
25 17 22216
14 9 22215
42 25 22211
29 33 22203
31 10 22203
31 2 22201
45 23 22195
44 15 22193
7 45 22189
43 44 22187
21 22 22179
49 28 22179
18 47 22175
36 39 22174
38 42 22172
38 1 22171
22 15 22170
4 26 22167
15 33 22165
43 1 22163
29 41 22163
30 44 22160
47 27 22160
4 34 22158
18 5 22153
20 25 22147
8 34 22147
37 35 22140
30 47 22140
7 4 22135
6 16 22135
14 7 22134
24 3 22128
37 41 22127
47 25 22126
5 49 22124
4 9 22124
39 1 22120
18 48 22119
45 48 22118
2 42 22115
38 31 22114
32 11 22110
11 48 22108
5 44 22107
46 6 22105
41 33 22102
31 7 22102
31 32 22095
1 32 22089
46 5 22089
49 16 22087
17 30 22087
30 35 22082
5 4 22075
30 11 22075
10 16 22070
23 10 22069
1 24 22067
44 23 22058
16 9 22058
27 6 22058
17 11 22056
17 27 22054
24 16 22054
