111 52 3111683
111 36 3111683
111 25 3111683
111 38 3111683
129 81 3111440
86 135 3111356
86 135 3111349
88 49 3108991
88 89 3108991
88 53 3108980
88 81 3108980
88 107 3108980
58 0 3108873
58 3 3108873
58 44 3108873
58 2 3108873
58 82 3108873
92 74 3108854
92 87 3108854
92 66 3108854
2 44 3108821
92 66 3108799
92 74 3108799
92 87 3108799
0 82 3108739
0 3 3108739
89 26 3108737
89 88 3108737
89 53 3108737
6 15 3108728
2 55 3108707
93 113 3108685
81 55 3108672
25 57 3108670
25 122 3108670
25 85 3108670
25 136 3108670
25 121 3108670
25 101 3108670
25 42 3108670
25 43 3108670
25 56 3108670
25 75 3108670
124 56 3108660
124 119 3108660
120 56 3108659
129 81 3108632
129 81 3108625
14 13 3108597
70 44 3108553
70 5 3108553
82 0 3108546
82 2 3108546
85 120 3108520
82 2 3108518
82 0 3108518
82 3 3108518
82 58 3108518
82 44 3108518
120 85 3108510
29 44 3108506
120 85 3108505
70 44 3108495
120 124 3108486
44 2 3108477
120 85 3108465
33 17 3108456
23 20 3108436
113 93 3108431
113 112 3108431
113 123 3108431
5 70 3108384
5 44 3108384
85 120 3108345
14 11 3108323
14 8 3108323
27 26 3108323
85 35 3108316
85 42 3108316
125 97 3108310
97 125 3108307
97 96 3108298
123 104 3108260
112 93 3108242
2 82 3108236
93 26 3108223
13 14 3108208
97 96 3108203
112 93 3108200
91 49 3108191
46 81 3108177
2 82 3108174
13 14 3108174
2 82 3108161
85 120 3108152
117 74 3108138
74 117 3108138
74 130 3108138
74 90 3108138
129 107 3108129
129 107 3108122
88 107 3108066
5 70 3107999
129 107 3107894
5 70 3107881
93 113 3107879
15 14 3107850
36 52 3107847
36 111 3107847
36 25 3107847
36 38 3107847
1 126 3107846
120 85 3107845
120 124 3107845
120 51 3107845
120 25 3107845
80 131 3107806
93 112 3107792
93 5 3107792
93 113 3107785
44 2 3107760
32 27 3107756
2 82 3107731
93 5 3107691
93 112 3107691
129 107 3107680
120 85 3107668
11 13 3107653
11 8 3107653
11 14 3107653
11 16 3107653
11 17 3107653
131 37 3107642
92 130 3107608
11 13 3107576
2 44 3107552
2 3 3107552
1 47 3107523
11 13 3107467
11 17 3107467
9 123 3107466
97 91 3107428
80 131 3107371
123 73 3106191
91 83 3105533
91 40 3105533
91 79 3105533
91 111 3105533
91 95 3105533
58 44 3105466
8 13 3105434
8 9 3105434
58 82 3105431
120 56 3105425
120 85 3105425
120 124 3105425
131 80 3105406
6 17 3105382
112 85 3105380
43 52 3105274
3 0 3105256
90 65 3105242
90 135 3105242
90 72 3105242
90 117 3105242
90 102 3105242
90 86 3105242
38 46 3105238
13 14 3105229
20 23 3105225
14 13 3105224
23 20 3105222
91 49 3105221
112 85 3105205
101 51 3105204
101 56 3105204
101 57 3105204
101 122 3105204
85 112 3105197
46 38 3105192
93 113 3105191
58 82 3105185
112 93 3105178
93 112 3105175
112 93 3105165
23 8 3105164
82 58 3105162
82 58 3105129
58 82 3105115
66 87 3105052
131 55 3105019
131 85 3105019
132 52 3104989
100 59 3104974
29 91 3104967
57 125 3104953
129 107 3104951
81 129 3104918
81 129 3104912
82 58 3104884
78 55 3104881
78 85 3104881
43 38 3104881
129 107 3104872
93 5 3104871
97 96 3104862
66 92 3104857
16 17 3104856
13 17 3104844
66 92 3104844
93 103 3104824
0 82 3104823
17 23 3104819
100 59 3104814
93 112 3104802
25 36 3104770
112 93 3104765
93 112 3104764
23 17 3104760
93 112 3104740
9 19 3104670
81 107 3104651
48 35 3104562
129 107 3104550
81 73 3104517
7 41 3104510
93 113 3104470
9 33 3104465
9 20 3104444
9 23 3104444
129 107 3104440
119 124 3104434
93 123 3104433
85 120 3104389
81 94 3104378
62 85 3104370
14 13 3104368
14 20 3104368
14 10 3104368
14 17 3104368
22 33 3104350
71 5 3104304
131 37 3104293
131 55 3104293
129 107 3104282
124 119 3104267
129 107 3104251
107 129 3104246
8 13 3104242
8 17 3104242
129 73 3104240
129 107 3104240
6 11 3104221
33 17 3104216
33 22 3104216
112 93 3104206
112 123 3104206
112 85 3104206
112 113 3104206
112 93 3104191
129 73 3104169
129 107 3104169
2 82 3104158
9 20 3104079
2 55 3104075
81 85 3104067
81 85 3104064
85 81 3104060
81 123 3104056
2 82 3104046
18 33 3103997
18 22 3103997
18 105 3103997
18 17 3103997
62 64 3103964
62 77 3103964
