10 6 3627031
15 16 3625886
13 17 3616131
13 17 3615740
6 17 3615622
13 17 3613188
15 16 3612384
15 13 3612254
15 13 3612010
13 16 3609676
4 2 3609101
13 17 3606594
13 17 3606241
15 13 3606001
15 16 3606001
13 16 3605696
13 17 3605696
15 17 3601657
15 13 3601657
17 15 3601594
15 17 3601594
6 17 3591968
15 10 3581260
13 17 3581149
13 17 3581131
17 13 3579459
10 13 3578921
17 13 3578896
6 13 3568761
6 16 3568761
6 10 3568654
13 17 3568021
4 2 3567764
13 17 3567674
6 17 3567487
13 16 3567458
6 13 3564586
6 17 3564586
6 10 3560777
15 13 3560244
15 16 3560244
6 10 3558155
13 16 3558061
13 17 3558061
13 16 3554715
6 13 3544027
6 16 3544027
6 13 3543857
13 17 3543459
17 13 3543432
17 13 3543394
6 17 3543371
17 13 3543329
17 16 3543329
17 13 3543293
13 17 3543279
17 13 3543255
26 27 3541292
10 13 3540839
10 17 3540839
13 16 3540426
13 16 3539857
16 13 3539733
17 10 3537288
13 17 3536922
13 17 3536900
6 15 3536712
6 10 3529487
16 13 3509809
16 10 3509809
16 17 3509809
13 6 3509246
6 13 3509246
6 15 3509148
13 15 3508345
15 13 3508345
15 17 3508345
6 15 3495917
17 6 3495873
17 6 3492350
6 17 3492340
17 16 3492103
17 16 3492101
17 16 3491928
17 20 3488701
10 13 3488681
26 27 3487952
13 16 3484829
13 16 3484514
26 27 3484186
13 17 3482220
49 41 3480915
49 42 3480915
49 36 3480915
15 13 3480740
15 17 3480740
13 10 3471744
58 2 3471664
20 17 3471237
13 17 3470934
20 17 3468039
13 10 3467809
13 16 3467766
10 13 3467753
10 17 3467753
90 65 3464792
90 72 3464792
90 74 3464792
49 36 3464783
49 36 3464781
49 36 3464773
26 27 3464658
94 36 3464202
49 36 3464108
49 42 3464090
40 95 3464039
40 95 3463949
58 2 3463856
49 91 3463733
49 91 3463694
26 71 3461877
26 27 3461713
6 13 3460585
36 94 3460507
20 17 3460280
42 49 3460231
71 44 3457935
71 58 3457935
71 26 3457935
71 82 3457935
13 17 3457797
49 42 3457662
88 49 3457325
13 16 3456723
15 13 3456511
15 17 3456511
71 82 3450612
71 26 3450612
71 58 3450612
71 44 3450612
13 17 3447563
13 17 3446799
13 16 3446613
16 17 3446395
16 13 3446395
26 27 3444607
13 16 3444252
13 16 3444117
6 13 3444111
6 17 3444111
26 27 3443777
13 16 3443479
13 17 3443479
49 91 3442931
36 26 3442818
26 36 3440490
90 65 3440369
90 72 3440369
90 74 3440369
26 27 3440362
91 49 3440235
49 91 3440076
13 17 3439680
92 90 3439664
26 98 3437048
13 16 3436363
13 17 3436363
65 74 3434721
65 74 3434145
13 17 3433546
13 15 3432653
15 13 3432214
15 17 3432214
26 36 3430881
13 16 3422837
